City,Organization Name,Payment Amount,Grant Type,Grant Sector
Prince Rupert,Harbour Theatre Society,13000,Community Gaming Grant,Arts and Culture
Prince Rupert,J.P.A. Jazz Productions Association of British Columbia,7000,Community Gaming Grant,Arts and Culture
Prince Rupert,Northern British Columbia Museum Association,56000,Community Gaming Grant,Arts and Culture
Prince Rupert,Prince  Rupert Gymnastics Association,13000,Community Gaming Grant,Sport
Prince Rupert,Prince Rupert Amateur Swim Club,20000,Community Gaming Grant,Sport
Prince Rupert,Prince Rupert Options for Social Growth Society,6000,Community Gaming Grant,Human and Social Services
Prince Rupert,Prince Rupert Skating Club,10000,Community Gaming Grant,Sport
Princeton,Kokanee Summer Swim Club Society,10000,Community Gaming Grant,Sport
Princeton,Princeton and District Museum and Archives Society,9000,Community Gaming Grant,Arts and Culture
Princeton,Princeton Community Arts Council Society,5000,Community Gaming Grant,Arts and Culture
Princeton,Princeton Traditional Music Society,6100,Community Gaming Grant,Arts and Culture
Qualicum Beach,Old School House Arts Centre,9000,Community Gaming Grant,Arts and Culture
Qualicum Beach,Qualicum Beach Historical and Museum Society,10000,Community Gaming Grant,Arts and Culture
Qualicum Beach,Ravensong Aquatic Club,15300,Community Gaming Grant,Sport
Qualicum Beach,Ravensong Waterdancers Synchro Club,8000,Community Gaming Grant,Sport
Quesnel,Cariboo Ski-Touring Club,19900,Community Gaming Grant,Sport
Quesnel,Lightning Creek Ski Club,15000,Community Gaming Grant,Sport
Quesnel,North Cariboo Gymkhana Society,2500,Community Gaming Grant,Sport
Quesnel,Quesnel and District Minor Hockey Association,63500,Community Gaming Grant,Sport
Quesnel,Quesnel Aquatic Club,11000,Community Gaming Grant,Sport
Quesnel,Quesnel Art Gallery Society,19000,Community Gaming Grant,Arts and Culture
Quesnel,Quesnel Figure Skating Club,29000,Community Gaming Grant,Sport
Quesnel,Quesnel Ringette Association,14250,Community Gaming Grant,Sport
Quesnel,Quesnel Technics Gymnastic Club,28700,Community Gaming Grant,Sport
Quesnel,Quesnel Youth Soccer Association,53000,Community Gaming Grant,Sport
Radium Hot Springs,Columbia Valley Swim Club,18000,Community Gaming Grant,Sport
Revelstoke,BC Interior Forestry Museum Society,25000,Community Gaming Grant,Arts and Culture
Revelstoke,Revelstoke Acro-Bats Club,20000,Community Gaming Grant,Sport
Revelstoke,Revelstoke Arts Council,25000,Community Gaming Grant,Arts and Culture
Revelstoke,Revelstoke Minor Hockey Association Society,18100,Community Gaming Grant,Sport
Revelstoke,Revelstoke Museum and Archives Association,6600,Community Gaming Grant,Arts and Culture
Revelstoke,Revelstoke Nordic Ski Club,24000,Community Gaming Grant,Sport
Revelstoke,Revelstoke Skating Club,10900,Community Gaming Grant,Sport
Richmond,Arisun Yue Opera Society,9000,Community Gaming Grant,Arts and Culture
Richmond,Badminton BC,25000,Community Gaming Grant,Sport
Richmond,BC Youth Music Society,31500,Community Gaming Grant,Arts and Culture
Richmond,British Columbia Fencing Association,60000,Community Gaming Grant,Sport
Richmond,British Columbia Sailing Association,29300,Community Gaming Grant,Sport
Richmond,Canadian YC Chinese Orchestra Association,6500,Community Gaming Grant,Arts and Culture
Richmond,Connaught Skating Club,90000,Community Gaming Grant,Sport
Richmond,iDive Diving Academy Association,50000,Community Gaming Grant,Sport
Richmond,Kajaks Track and Field Club,15100,Community Gaming Grant,Sport
Richmond,Richmond Air Attack Volleyball Club,34600,Community Gaming Grant,Sport
Richmond,Richmond Community Orchestra and Chorus Association,27000,Community Gaming Grant,Arts and Culture
Richmond,Richmond Gateway Theatre Society,77000,Community Gaming Grant,Arts and Culture
Richmond,Richmond Girls Softball Association,27500,Community Gaming Grant,Sport
Richmond,Richmond Gymnastics Association,25700,Community Gaming Grant,Sport
Richmond,Richmond Jets Minor Hockey Association,175000,Community Gaming Grant,Sport
Richmond,Richmond Lacrosse Association,20000,Community Gaming Grant,Sport
Richmond,Richmond Minor Football League,20000,Community Gaming Grant,Sport
Richmond,Richmond Music School Society,50000,Community Gaming Grant,Arts and Culture
Richmond,Richmond Rapids Swim Club,85000,Community Gaming Grant,Sport
Richmond,Richmond Ringette Association,27500,Community Gaming Grant,Sport
Richmond,Richmond Rugby Club,2000,Community Gaming Grant,Sport
Richmond,Richmond Singers,12000,Community Gaming Grant,Arts and Culture
Richmond,Richmond South Delta  Minor Ball Hockey Association,25000,Community Gaming Grant,Sport
Richmond,Richmond Swim Club,37000,Community Gaming Grant,Sport
Richmond,Richmond United Soccer Club,40000,Community Gaming Grant,Sport
Richmond,Richmond Youth Choral Society,7000,Community Gaming Grant,Arts and Culture
Richmond,Richmond Youth Concert Band Association,7000,Community Gaming Grant,Arts and Culture
Richmond,Steveston Historical Society,16500,Community Gaming Grant,Arts and Culture
Richmond,The Richmond Art Gallery Association,50000,Community Gaming Grant,Arts and Culture
Richmond,Uzume Taiko Drum Group Society,12000,Community Gaming Grant,Arts and Culture
Roberts Creek,Coast Rogue Arts Society,5500,Community Gaming Grant,Arts and Culture
Roberts Creek,Scouts Canada - 6th Roberts Creek Scout Group,3300,Community Gaming Grant,Human and Social Services
Roberts Creek,The Jellyfish Project,1440,Community Gaming Grant,Environment
Rock Creek,Rock Creek and Boundary Fair Association,38500,Community Gaming Grant,Arts and Culture
Rolla,Peace - Liard Regional Arts Council,6200,Community Gaming Grant,Arts and Culture
Rossland,Black Jack Cross Country Ski Club Society,18000,Community Gaming Grant,Sport
Rossland,Red Mountain Racers Society,21500,Community Gaming Grant,Sport
Rossland,Rossland Council for Arts and Culture,7700,Community Gaming Grant,Arts and Culture
Rossland,Rossland Historical Museum and Archives Association,28000,Community Gaming Grant,Arts and Culture
Rossland,West Kootenay Timberwolves Lacrosse Society,7000,Community Gaming Grant,Sport
Saanich,Rowing British Columbia,41000,Community Gaming Grant,Sport
Saanichton,British Columbia Amateur Hockey Association,68900,Community Gaming Grant,Sport
Saanichton,British Columbia Amateur Hockey Association,132000,Community Gaming Grant,Sport
Saanichton,Central Saanich Little League,23000,Community Gaming Grant,Sport
Saanichton,Saanich Peninsula Piranhas Summer Swim Club,27500,Community Gaming Grant,Sport
Salmo,Salmo Ski Team Society,5000,Community Gaming Grant,Sport
Salmon Arm,Columbia Shuswap Selkirks Swim Club Society,10000,Community Gaming Grant,Sport
Salmon Arm,Salmon Arm Curling Club,47000,Community Gaming Grant,Sport
Salmon Arm,Salmon Arm Folk Music Society,45000,Community Gaming Grant,Arts and Culture
Salmon Arm,Salmon Arm Minor Baseball Association,9000,Community Gaming Grant,Sport
Salmon Arm,Salmon Arm Museum and Heritage Association,39500,Community Gaming Grant,Arts and Culture
Salmon Arm,Salmon Arm Sockeyes Swim Club,21000,Community Gaming Grant,Sport
Salmon Arm,Shuswap Association of  Writers,4000,Community Gaming Grant,Arts and Culture
Salmon Arm,Shuswap District Arts Council,27200,Community Gaming Grant,Arts and Culture
Salmon Arm,Shuswap Youth Soccer Association,57800,Community Gaming Grant,Sport
Salmon Arm,The Salmon Arm and Shuswap Lake Agricultural Association,23650,Community Gaming Grant,Arts and Culture
Salt Spring,Viva Chorale! Society - Salt Spring Island,12500,Community Gaming Grant,Arts and Culture
Salt Spring Island,Bach on the Rock Music Society,10000,Community Gaming Grant,Arts and Culture
Salt Spring Island,Bandemonium Music Society,6500,Community Gaming Grant,Arts and Culture
Salt Spring Island,Graffiti Theatre Company Society,21000,Community Gaming Grant,Arts and Culture
Salt Spring Island,Island Arts Centre Society (ArtSpring),15000,Community Gaming Grant,Arts and Culture
Salt Spring Island,Salt Spring Arts Council,37000,Community Gaming Grant,Arts and Culture
Salt Spring Island,Salt Spring Island Aquatic Society,17600,Community Gaming Grant,Sport
Salt Spring Island,Salt Spring Island Minor Baseball Association,10000,Community Gaming Grant,Sport
Salt Spring Island,Salt Spring Singers Choral Society,3000,Community Gaming Grant,Arts and Culture
Salt Spring Island,Saltspring Gymnastics Association,8250,Community Gaming Grant,Sport
Salt Spring Island,Saltspring Island Rowing Club,8000,Community Gaming Grant,Sport
Salt Spring Island,Stagecoach School for the Performing Arts Society,14000,Community Gaming Grant,Arts and Culture
Sechelt,Chinook Swim Club,30000,Community Gaming Grant,Sport
Sechelt,Sunshine Coast Arts Council,20000,Community Gaming Grant,Arts and Culture
Sechelt,Sunshine Coast Community Services Society,50000,Community Gaming Grant,Human and Social Services
Sechelt,Sunshine Coast Minor Hockey Association,46000,Community Gaming Grant,Sport
Sechelt,Sunshine Coast Salmonid Enhancement Society,40000,Community Gaming Grant,Environment
Shawnigan Lake,Kerry Park Minor Hockey Association,47100,Community Gaming Grant,Sport
Shawnigan Lake,Shawnigan Lake Community Association,5100,Community Gaming Grant,Arts and Culture
Shawnigan Lake,Shawnigan Lake Historical Society,15000,Community Gaming Grant,Arts and Culture
Sidney,78th Fraser Highlanders - Fort Victoria Historical Society,3300,Community Gaming Grant,Arts and Culture
Sidney,Artsea Community Arts Council Society,9500,Community Gaming Grant,Arts and Culture
Sidney,Peninsula Figure Skating Club,12200,Community Gaming Grant,Sport
Sidney,Peninsula Soccer Association,48000,Community Gaming Grant,Sport
Sidney,Sidney Lawn Bowling Club,10380,Community Gaming Grant,Sport
Sidney,Sidney Museum and Archives Society,20350,Community Gaming Grant,Arts and Culture
Skidegate,Haida Gwaii Museum Society,25000,Community Gaming Grant,Arts and Culture
Smithers,Bulkley Valley Agricultural and Industrial Association,35000,Community Gaming Grant,Arts and Culture
Smithers,Bulkley Valley Concert Association,13000,Community Gaming Grant,Arts and Culture
Smithers,Bulkley Valley Cross Country Ski Club,22500,Community Gaming Grant,Sport
Smithers,Bulkley Valley Folk  Music Society,22000,Community Gaming Grant,Arts and Culture
Smithers,Bulkley Valley Gymnastics Association,32000,Community Gaming Grant,Sport
Smithers,Bulkley Valley Historical and Museum Society,8000,Community Gaming Grant,Arts and Culture
Smithers,Bulkley Valley Otters Swim Club,15500,Community Gaming Grant,Sport
Smithers,Bulkley Valley Soccer Society,26000,Community Gaming Grant,Sport
Smithers,Smithers Community Radio Society,8000,Community Gaming Grant,Arts and Culture
Smithers,Smithers Figure Skating Association,21000,Community Gaming Grant,Sport
Smithers,Smithers Gallery Association,15000,Community Gaming Grant,Arts and Culture
Smithers,Smithers Minor Hockey Association,40000,Community Gaming Grant,Sport
Smithers,Smithers Multicultural Society,2500,Community Gaming Grant,Arts and Culture
Smithers,Smithers Ski Club,30000,Community Gaming Grant,Sport
Smithers,Valley Youth Fiddlers Society,17000,Community Gaming Grant,Arts and Culture
Sooke,Amber Academy Youth Fine Arts Society,12500,Community Gaming Grant,Arts and Culture
Sooke,Sooke Community Choir Society,4500,Community Gaming Grant,Arts and Culture
Sooke,Sooke Fine Arts Society,10800,Community Gaming Grant,Arts and Culture
Sooke,Sooke Minor Fastball Association,15000,Community Gaming Grant,Sport
Sooke,Sooke Skating Club,11000,Community Gaming Grant,Sport
Sooke,The Sooke Philharmonic Society,18000,Community Gaming Grant,Arts and Culture
Sparwood,Sparwood Skating Club,10700,Community Gaming Grant,Sport
Squamish,Sea to Sky Nordics,32000,Community Gaming Grant,Sport
Squamish,Skate Sea2Sky Club,24000,Community Gaming Grant,Sport
Squamish,Squamish Arts Council,39000,Community Gaming Grant,Arts and Culture
Squamish,Squamish Minor Hockey Association,48000,Community Gaming Grant,Sport
Summerland,Apex Ski Club,20000,Community Gaming Grant,Sport
Summerland,Kettle Valley Railway Society,15500,Community Gaming Grant,Arts and Culture
Summerland,Ryga Festival Society,17200,Community Gaming Grant,Arts and Culture
Summerland,South Okanagan Sailing Association,7700,Community Gaming Grant,Sport
Summerland,Summerland Figure Skating Club,14500,Community Gaming Grant,Sport
Summerland,Summerland Minor Hockey Association,30000,Community Gaming Grant,Sport
Summerland,Summerland Museum & Archives Society,7500,Community Gaming Grant,Arts and Culture
Summerland,Summerland Orca Swim Club,38600,Community Gaming Grant,Sport
Surrey,Aequitas Singers Society,2000,Community Gaming Grant,Arts and Culture
Surrey,AllStar Youth Sport Society,18500,Community Gaming Grant,Sport
Surrey,Arts Council of Surrey,20000,Community Gaming Grant,Arts and Culture
Surrey,BC Amateur Baseball Association,137000,Community Gaming Grant,Sport
Surrey,"BC Junior ""A"" Lacrosse League Association",56000,Community Gaming Grant,Sport
Surrey,BC Tigers Football Club,55000,Community Gaming Grant,Sport
Surrey,Boundary Bay Pony Club,1700,Community Gaming Grant,Sport
Surrey,Canada Chinese Performing Arts Society,5500,Community Gaming Grant,Arts and Culture
Surrey,"Canadian Amateur Diving Association, British Columbia Section",95000,Community Gaming Grant,Sport
Surrey,Cloverdale Community Football Association,20000,Community Gaming Grant,Sport
Surrey,Cloverdale Curling Club,46230,Community Gaming Grant,Sport
Surrey,Cloverdale Minor Baseball Association,15500,Community Gaming Grant,Sport
Surrey,Cloverdale Minor Hockey Association,100000,Community Gaming Grant,Sport
Surrey,Cloverdale Minor Softball Association,23000,Community Gaming Grant,Sport
Surrey,Cloverdale Skating Club,40000,Community Gaming Grant,Sport
Surrey,Cloverdale Tritons Summer Swim Club,25200,Community Gaming Grant,Sport
Surrey,Coastal Football Club,168500,Community Gaming Grant,Sport
Surrey,Crescent Beach Swimming Club,90000,Community Gaming Grant,Sport
Surrey,Dynamo Swim Club,25000,Community Gaming Grant,Sport
Surrey,Field Hockey BC,155000,Community Gaming Grant,Sport
Surrey,Fleetwood Fastpitch Association,24000,Community Gaming Grant,Sport
Surrey,Fraser Valley Water Polo Club,28000,Community Gaming Grant,Sport
Surrey,"Global Peace Alliance, BC Society",15500,Community Gaming Grant,Arts and Culture
Surrey,Greater Vancouver United Sports Club,32500,Community Gaming Grant,Sport
Surrey,Guildford Athletic Club,59000,Community Gaming Grant,Sport
Surrey,Handel Society of Music,10000,Community Gaming Grant,Arts and Culture
Surrey,Lower Mainland Synchronized Skating Club,22700,Community Gaming Grant,Sport
Surrey,Lyric Choirs of Surrey Society,6550,Community Gaming Grant,Arts and Culture
Surrey,Newton Canadian Baseball Association,16800,Community Gaming Grant,Sport
Surrey,Newton Figure Skating Club,18000,Community Gaming Grant,Sport
Surrey,North Surrey Minor Football Club,25000,Community Gaming Grant,Sport
Surrey,North Surrey Skating Club,37000,Community Gaming Grant,Sport
Surrey,Ocean Athletics Track and Field Club,34000,Community Gaming Grant,Sport
Surrey,Pacific Sea Wolves Swim Club,60000,Community Gaming Grant,Sport
Surrey,Pacificaires Performing Arts Society,54000,Community Gaming Grant,Arts and Culture
Surrey,Royal Academy of Bhangra Society,26500,Community Gaming Grant,Arts and Culture
Surrey,Sanjh Foundation,18000,Community Gaming Grant,Arts and Culture
Surrey,Scouts Canada 19th Grandview Heights,3000,Community Gaming Grant,Human and Social Services
Surrey,Seaside Volleyball Club,25000,Community Gaming Grant,Sport
Surrey,Semiahmoo Minor Lacrosse Association,16500,Community Gaming Grant,Sport
Surrey,Simon Fraser University Pipe Band Society,35500,Community Gaming Grant,Arts and Culture
Surrey,Surrey Canadian Baseball Association,18000,Community Gaming Grant,Sport
Surrey,Surrey Female Hockey Association,45000,Community Gaming Grant,Sport
Surrey,Surrey Festival of Dance Society,30000,Community Gaming Grant,Arts and Culture
Surrey,Surrey Firefighters Pipes and Drums Society,6800,Community Gaming Grant,Arts and Culture
Surrey,Surrey Japanese School Society,2000,Community Gaming Grant,Arts and Culture
Surrey,Surrey Lacrosse Association,38000,Community Gaming Grant,Sport
Surrey,Surrey Minor Hockey Association,100000,Community Gaming Grant,Sport
Surrey,Surrey Orcas Water Polo Club,42500,Community Gaming Grant,Sport
Surrey,Surrey Symphony Society,27500,Community Gaming Grant,Arts and Culture
Surrey,Surrey United Soccer Club,146000,Community Gaming Grant,Sport
Surrey,Surrey Youth Soccer Association,100000,Community Gaming Grant,Sport
Surrey,The Whalley Little League Association,20000,Community Gaming Grant,Sport
Surrey,Vancouver Cantonese Opera,39500,Community Gaming Grant,Arts and Culture
Surrey,White Rock Amateur Swimming Association,51400,Community Gaming Grant,Sport
Surrey,White Rock City Orchestra Society,10770,Community Gaming Grant,Arts and Culture
Surrey,White Rock Divers,32000,Community Gaming Grant,Sport
Surrey,White Rock Gymnastics Athletics Society,58000,Community Gaming Grant,Sport
Surrey,White Rock South Surrey Baseball Association,50000,Community Gaming Grant,Sport
Taylor,Peace Passage Skating Club,12500,Community Gaming Grant,Sport
Terrace,Terrace Art Association,30000,Community Gaming Grant,Arts and Culture
Terrace,Terrace Blueback Swim Club,20000,Community Gaming Grant,Sport
Terrace,Terrace Community Band,10000,Community Gaming Grant,Arts and Culture
Terrace,Terrace Pipes and Drums Society,5000,Community Gaming Grant,Arts and Culture
Terrace,Terrace Skating Club,31500,Community Gaming Grant,Sport
Terrace,Terrace Youth Soccer Association,45000,Community Gaming Grant,Sport
Terrace,The Dare to Dream Foundation,14000,Community Gaming Grant,Arts and Culture
Trail,Greater Trail Minor Hockey Association,64500,Community Gaming Grant,Sport
Trail,Greater Trail Swim Racing Society,11400,Community Gaming Grant,Sport
Trail,Special Olympics BC Society - Trail Local,10000,Community Gaming Grant,Sport
Trail,The Greater Trail Creative Activities Centre Society for the Visual Arts,5100,Community Gaming Grant,Arts and Culture
Trail,Trail Gymnastics Society,22500,Community Gaming Grant,Sport
Vancouver,"The Valerie, Ruth & Pamela Dudoward Foundation",14700,Community Gaming Grant,Arts and Culture
Vancouver,221 A Artist Run Centre Society,10500,Community Gaming Grant,Arts and Culture
Vancouver,A.S.T.C. Science World Society,143000,Community Gaming Grant,Arts and Culture
Vancouver,Aeriosa Dance Society,20500,Community Gaming Grant,Arts and Culture
Vancouver,African Descent Society British Columbia,30000,Community Gaming Grant,Arts and Culture
Vancouver,All Bodies Dance Society,14000,Community Gaming Grant,Arts and Culture
Vancouver,Alley Theatre Association,10000,Community Gaming Grant,Arts and Culture
Vancouver,Angels on Earth Society,2000,Community Gaming Grant,Sport
Vancouver,Apex Volleyball Club,16000,Community Gaming Grant,Sport
Vancouver,Art Starts in Schools Society,28500,Community Gaming Grant,Arts and Culture
Vancouver,Arts Club of Vancouver Theatre Society,60000,Community Gaming Grant,Arts and Culture
Vancouver,Arts Umbrella Association,225000,Community Gaming Grant,Arts and Culture
Vancouver,Asian-Canadian Special Events Association,83200,Community Gaming Grant,Arts and Culture
Vancouver,Axis Theatre Society,68000,Community Gaming Grant,Arts and Culture
Vancouver,B.C. Chinese Music Association,14000,Community Gaming Grant,Arts and Culture
Vancouver,B.C. Wheelchair Basketball Society,96000,Community Gaming Grant,Sport
Vancouver,Bard on the Beach Theatre Society,52000,Community Gaming Grant,Arts and Culture
Vancouver,Barking Sphinx Performance Society,10350,Community Gaming Grant,Arts and Culture
Vancouver,Battery Opera Performing Arts Society,27500,Community Gaming Grant,Arts and Culture
Vancouver,BC Alpine Ski Association,148000,Community Gaming Grant,Sport
Vancouver,BC Sports Hall of Fame and Museum,13500,Community Gaming Grant,Arts and Culture
Vancouver,BC Squash Racquets Association,24000,Community Gaming Grant,Sport
Vancouver,BC Wheelchair Sports Association,104300,Community Gaming Grant,Sport
Vancouver,Bill Reid Foundation,26500,Community Gaming Grant,Arts and Culture
Vancouver,Boca Del Lupo Theatre,25000,Community Gaming Grant,Arts and Culture
Vancouver,British Columbia Alliance for Arts and Culture Society,10000,Community Gaming Grant,Arts and Culture
Vancouver,British Columbia Netball Association,14311,Community Gaming Grant,Sport
Vancouver,British Columbia Rhythmic Sportive Gymnastics Federation,23950,Community Gaming Grant,Sport
Vancouver,British Columbia Soccer Association,250000,Community Gaming Grant,Sport
Vancouver,British Columbia Speed Skating Association,48900,Community Gaming Grant,Sport
Vancouver,British Columbia Wrestling Association,56000,Community Gaming Grant,Sport
Vancouver,CAG Contemporary Art Gallery Society of British Columbia,35000,Community Gaming Grant,Arts and Culture
Vancouver,Canada Ice Dance Theatre Association,8850,Community Gaming Grant,Arts and Culture
Vancouver,Canadian Dolphin Swim Club,81400,Community Gaming Grant,Sport
Vancouver,Canadian International Dragon Boat Festival Society,90000,Community Gaming Grant,Arts and Culture
Vancouver,Canadian Music Centre - British Columbia Region,40000,Community Gaming Grant,Arts and Culture
Vancouver,Canucks Autism Network Society,86750,Community Gaming Grant,Sport
Vancouver,Capilano Review Contemporary Arts Society,7500,Community Gaming Grant,Arts and Culture
Vancouver,Capture Photography Festival Society,35000,Community Gaming Grant,Arts and Culture
Vancouver,Carousel Theatre Society,61500,Community Gaming Grant,Arts and Culture
Vancouver,Celtic Fest Vancouver Society,20000,Community Gaming Grant,Arts and Culture
Vancouver,Centre culturel francophone de Vancouver,81000,Community Gaming Grant,Arts and Culture
Vancouver,Cerebral Palsy Sports Association of BC,28900,Community Gaming Grant,Sport
Vancouver,Chop Theatre Society,8000,Community Gaming Grant,Arts and Culture
Vancouver,Chor Leoni Men's Choir,25000,Community Gaming Grant,Arts and Culture
Vancouver,Cineworks Independent Filmmakers,32000,Community Gaming Grant,Arts and Culture
Vancouver,CircusWest Performing Arts Society,89000,Community Gaming Grant,Arts and Culture
Vancouver,City Opera of Vancouver Society,20000,Community Gaming Grant,Arts and Culture
Vancouver,Coastal Jazz and Blues Society,100000,Community Gaming Grant,Arts and Culture
Vancouver,Compaigni V'ni Dansi Society,14000,Community Gaming Grant,Arts and Culture
Vancouver,Company 605 Dance Society,26400,Community Gaming Grant,Arts and Culture
Vancouver,Company ERASGA Society,7000,Community Gaming Grant,Arts and Culture
Vancouver,Conseil jeunesse francophone de la Colombie-Britannique,22000,Community Gaming Grant,Arts and Culture
Vancouver,Craft Council of British Columbia,13000,Community Gaming Grant,Arts and Culture
Vancouver,Create Vancouver Society,25000,Community Gaming Grant,Arts and Culture
Vancouver,Croatia Sports Club,12800,Community Gaming Grant,Sport
Vancouver,Dancing on the Edge Festival Society,15000,Community Gaming Grant,Arts and Culture
Vancouver,Danstabat Performance Society,20000,Community Gaming Grant,Arts and Culture
Vancouver,Disabled Sailing Association of British Columbia,70000,Community Gaming Grant,Sport
Vancouver,Disabled Skiers Association of British Columbia,90000,Community Gaming Grant,Sport
Vancouver,Documentary Media Society,20000,Community Gaming Grant,Arts and Culture
Vancouver,Downtown South Gathering Place Community Centre Association,7000,Community Gaming Grant,Arts and Culture
Vancouver,Dunbar Little League Association,31450,Community Gaming Grant,Sport
Vancouver,Dusty Flowerpot Cabaret Society,8200,Community Gaming Grant,Arts and Culture
Vancouver,East Vancouver Community Music School Society,1000,Community Gaming Grant,Arts and Culture
Vancouver,Eastside Culture Crawl Society,16000,Community Gaming Grant,Arts and Culture
Vancouver,EDAM Performing Arts Society,13000,Community Gaming Grant,Arts and Culture
Vancouver,Electric Company Theatre Society,35000,Community Gaming Grant,Arts and Culture
Vancouver,Elektra Women's Choir,21000,Community Gaming Grant,Arts and Culture
Vancouver,Ensemble Theatre Company Society,12000,Community Gaming Grant,Arts and Culture
Vancouver,Exceleration Multisport & Triathalon Society,60000,Community Gaming Grant,Sport
Vancouver,False Creek Canoe Society,40000,Community Gaming Grant,Sport
Vancouver,False Creek Rowing Club,10500,Community Gaming Grant,Sport
Vancouver,Fight With A Stick Hybrid Performance Society,17500,Community Gaming Grant,Arts and Culture
Vancouver,Firehall Theatre Society,74000,Community Gaming Grant,Arts and Culture
Vancouver,First Nations Educational Foundation,15000,Community Gaming Grant,Arts and Culture
Vancouver,First Pacific Theatre Society,28500,Community Gaming Grant,Arts and Culture
Vancouver,Frank Theatre Company,7000,Community Gaming Grant,Arts and Culture
Vancouver,Full Circle: First Nations' Performance Society,76500,Community Gaming Grant,Arts and Culture
Vancouver,Gallery Gachet Society,25000,Community Gaming Grant,Arts and Culture
Vancouver,Geist Foundation,32500,Community Gaming Grant,Arts and Culture
Vancouver,Grandview Skating Club,40000,Community Gaming Grant,Sport
Vancouver,Granville Park Lawn Bowling Club,5250,Community Gaming Grant,Sport
Vancouver,Greater Vancouver International Film Festival Society,100000,Community Gaming Grant,Arts and Culture
Vancouver,Greater Vancouver Professional Theatre Alliance Society,6000,Community Gaming Grant,Arts and Culture
Vancouver,Greater Vancouver Society to Bridge Arts and Community,65000,Community Gaming Grant,Arts and Culture
Vancouver,Greater Vancouver Vivaldi Chamber Choir Society,19000,Community Gaming Grant,Arts and Culture
Vancouver,Green Thumb Players Society,58500,Community Gaming Grant,Arts and Culture
Vancouver,Gymnastics BC,173000,Community Gaming Grant,Sport
Vancouver,Hard Rubber New Music Society,20000,Community Gaming Grant,Arts and Culture
Vancouver,Health Arts Society,15000,Community Gaming Grant,Arts and Culture
Vancouver,HVS Heritage Vancouver Society,28000,Community Gaming Grant,Arts and Culture
Vancouver,I.E. Artspeak Gallery Society,9000,Community Gaming Grant,Arts and Culture
Vancouver,Indian Summer Arts Society,66000,Community Gaming Grant,Arts and Culture
Vancouver,Inter-River BMX Association,10800,Community Gaming Grant,Sport
Vancouver,Italian Canadian Sports Federation,24000,Community Gaming Grant,Sport
Vancouver,Italian Cultural Centre Society,36300,Community Gaming Grant,Arts and Culture
Vancouver,ITSAZOO Productions Society,6000,Community Gaming Grant,Arts and Culture
Vancouver,Joe Ink Performance Society,25000,Community Gaming Grant,Arts and Culture
Vancouver,Karen Jamieson Dance Society,15000,Community Gaming Grant,Arts and Culture
Vancouver,Katari Taiko Drum Group Association,10000,Community Gaming Grant,Arts and Culture
Vancouver,Kensington - Little Mountain Soccer Association,44200,Community Gaming Grant,Sport
Vancouver,Kensington Judo Club,2200,Community Gaming Grant,Sport
Vancouver,Kerrisdale Little League Association,27000,Community Gaming Grant,Sport
Vancouver,Kickstart Disability Arts and Culture,10500,Community Gaming Grant,Arts and Culture
Vancouver,Kidd Pivot Performing Arts Society,20000,Community Gaming Grant,Arts and Culture
Vancouver,Killarney Centre Figure Skating Club,42875,Community Gaming Grant,Sport
Vancouver,Killarney Youth Soccer Association,34000,Community Gaming Grant,Sport
Vancouver,Kinesis Dance Society,40000,Community Gaming Grant,Arts and Culture
Vancouver,Kitsilano Figure Skating Club,30000,Community Gaming Grant,Sport
Vancouver,Kokoro Dance Theatre Society,35000,Community Gaming Grant,Arts and Culture
Vancouver,L'Alliance Francaise de Vancouver,36500,Community Gaming Grant,Arts and Culture
Vancouver,Lamondance Arts Society,15000,Community Gaming Grant,Arts and Culture
Vancouver,Latincouver Cultural & Business Society,65000,Community Gaming Grant,Arts and Culture
Vancouver,Lions Gate Sinfonia Society,18500,Community Gaming Grant,Arts and Culture
Vancouver,Made in BC - Dance on Tour Society,30000,Community Gaming Grant,Arts and Culture
Vancouver,Malaspina Printmakers Society,29200,Community Gaming Grant,Arts and Culture
Vancouver,Mandala Arts and Culture Society,11200,Community Gaming Grant,Arts and Culture
Vancouver,Mascall Dance Society,43000,Community Gaming Grant,Arts and Culture
Vancouver,Mortal Coil Performance Society,38000,Community Gaming Grant,Arts and Culture
Vancouver,Mount Seymour Ski Club,14000,Community Gaming Grant,Sport
Vancouver,Movement Enterprises Society,17000,Community Gaming Grant,Arts and Culture
Vancouver,Music on Main Society,45000,Community Gaming Grant,Arts and Culture
Vancouver,Musica Intima Society,17000,Community Gaming Grant,Arts and Culture
Vancouver,Muzewest Concert Society,5000,Community Gaming Grant,Arts and Culture
Vancouver,New Forms Media Society,18500,Community Gaming Grant,Arts and Culture
Vancouver,New Orchestra Workshop Society,28000,Community Gaming Grant,Arts and Culture
Vancouver,New Performance Works Society,26000,Community Gaming Grant,Arts and Culture
Vancouver,Neworld Theatre Society,28500,Community Gaming Grant,Arts and Culture
Vancouver,OCW Arts & Publishing Foundation,10000,Community Gaming Grant,Arts and Culture
Vancouver,Or Gallery Society,32500,Community Gaming Grant,Arts and Culture
Vancouver,Out in Harmony Choir Society,20000,Community Gaming Grant,Arts and Culture
Vancouver,Out Innerspace Dance Theatre and Film Society,14000,Community Gaming Grant,Arts and Culture
Vancouver,Pacific Ballet British Columbia Society,80000,Community Gaming Grant,Arts and Culture
